,datetime,team2,team1_code,team2_code,round,score1,score2,adj_score1,adj_score2,xG_Shot_Home,xG_Shot_Away,xG_Non-Shot_Home,xG_Non-Shot_Away,group,matchday
468,11-Dec-2019,Tottenham Hotspur,BMU,TOT,g,3,1,3.15,1.05,2.833,1.279,2.451,0.33,B,6
469,11-Dec-2019,Red Star Belgrade,OLY,RED,g,1,0,1.05,0,3.477,1.178,2.262,0.293,B,6
470,11-Dec-2019,Galatasaray,PSG,GAL,g,5,0,4.902,0,5.035,0.222,2.262,0.431,A,6
471,18-Feb-2020,Liverpool,ATL,LIV,k,1,0,1.05,0,0.916,0.562,0.563,1.413,,
472,18-Feb-2020,Paris Saint-Germain,DOR,PSG,k,2,1,2.1,1.05,1.615,1.268,0.973,1.14,,
473,19-Feb-2020,RB Leipzig,TOT,RBL,k,0,1,0,1.05,0.754,2.18,0.952,1.002,,
474,19-Feb-2020,Valencia,ATA,VAL,k,4,1,4.2,1.05,1.681,2.44,1.372,1.887,,
475,25-Feb-2020,Bayern Munich,CHE,BMU,k,0,3,0,3.15,1.083,2.992,0.812,2.332,,
476,25-Feb-2020,Barcelona,NAP,BAR,k,1,1,1.05,1.05,0.755,1.838,0.587,1.955,,
477,26-Feb-2020,Manchester City,MAD,MNC,k,1,2,1.05,2.1,1.439,3.212,1.135,1.375,,
478,26-Feb-2020,Juventus,LYON,JUV,k,1,0,1.05,0,0.951,1.188,0.643,1.813,,
479,10-Mar-2020,Atalanta,VAL,ATA,k,3,4,3.15,4.2,2.062,3.034,1.34,1.037,,
480,10-Mar-2020,Tottenham Hotspur,RBL,TOT,k,3,0,3.15,0,1.13,0.275,1.046,0.588,,
481,11-Mar-2020,Atletico Madrid,LIV,ATL,k,2,3,2.1,3.15,3.575,1.15,4.036,0.665,,
482,11-Mar-2020,Borussia Dortmund,PSG,DOR,k,2,0,2.1,0,1.173,0.4,0.797,1.67,,
483,7-Aug-2020,Real Madrid,MNC,MAD,k,2,1,2.1,1.05,1.973,0.74,2.157,1.262,,
484,7-Aug-2020,Lyon,JUV,LYON,k,2,1,2.1,1.05,2.727,1.035,1.531,0.532,,
485,8-Aug-2020,Napoli,BAR,NAP,k,3,1,3.15,1.05,1.225,2.275,1.573,1.469,,
486,8-Aug-2020,Chelsea,BMU,CHE,k,4,1,4.2,1.05,3.016,0.991,2.247,0.609,,
487,12-Aug-2020,Paris Saint-Germain,ATA,PSG,q,1,2,1.05,2.1,0.501,2.943,1.13,1.026,,
488,13-Aug-2020,Atletico Madrid,RBL,ATL,q,2,1,2.1,1.05,0.941,1.038,1.881,1.246,,
489,14-Aug-2020,Bayern Munich,BAR,BMU,q,2,8,2.1,7.235,1.203,5.611,1.008,3.671,,
490,15-Aug-2020,Lyon,MNC,LYON,q,1,3,1.05,2.719,3.061,0.894,1.287,0.413,,
491,18-Aug-2020,Paris Saint-Germain,RBL,PSG,s,0,3,0,3.15,1.416,3.653,2.306,1.743,,
492,19-Aug-2020,Bayern Munich,LYON,BMU,s,0,3,0,2.694,1.623,3.238,0.787,2.083,,
493,23-Aug-2020,Bayern Munich,PSG,BMU,f,0,1,0,1.05,1.41,1.551,1.048,1.313,,
494,20-Oct-2020,Juventus,KIEV,JUV,g,0,2,0,1.751,0.488,1.929,0.553,1.092,G,1
495,20-Oct-2020,Club Brugge,ZEN,CBKV,g,1,2,1.05,2.1,1.806,2.545,1.709,1.252,F,1
496,20-Oct-2020,Sevilla FC,CHE,SEV,g,0,0,0,0,0.432,0.24,0.83,0.83,E,1
497,20-Oct-2020,Borussia Dortmund,LAZ,DOR,g,3,1,3.01,1.05,1.707,1.955,0.943,1.741,F,1
498,20-Oct-2020,Ferencvaros,BAR,FERE,g,5,1,4.443,0.84,2.843,1.125,2.293,0.608,G,1
499,20-Oct-2020,Manchester United,PSG,MAN,g,1,2,1.05,2.1,1.482,1.4,1.626,1.153,H,1
500,20-Oct-2020,FC Krasnodar,REN,KRA,g,1,1,1.05,1.05,2.543,1.323,1.684,1.126,E,1
501,20-Oct-2020,Istanbul Basaksehir,RBL,IBB,g,2,0,2.1,0,1.122,0.948,1.7,0.635,H,1
502,21-Oct-2020,Lokomotiv Moscow,SAL,LOK,g,2,2,2.1,2.1,0.958,0.735,1.643,1.092,A,1
503,21-Oct-2020,Shakhtar Donetsk,MAD,SHK,g,2,3,2.1,3.15,1.111,1.477,2.127,0.492,B,1
504,21-Oct-2020,Atalanta,FCM,ATA,g,0,4,0,3.729,0.77,2.876,1.134,1.534,D,1
505,21-Oct-2020,FC Porto,MNC,POR,g,3,1,3.094,1.05,1.516,0.263,1.186,0.438,C,1
506,21-Oct-2020,Liverpool,AJX,LIV,g,0,1,0,1.05,1.305,1.227,1.808,1.724,D,1
507,21-Oct-2020,Borussia Monchengladbach,INT,MGB,g,2,2,2.1,2.1,3.014,1.319,2.07,0.298,B,1
508,21-Oct-2020,Atletico Madrid,BMU,ATL,g,4,0,4.17,0,2.626,0.383,1.723,1.041,A,1
509,21-Oct-2020,Marseille,OLY,MRS,g,1,0,1.05,0,1.033,1.191,1.163,0.938,C,1
510,27-Oct-2020,Internazionale,SHK,INT,g,0,0,0,0,0.099,1.978,0.089,2.651,B,2
511,27-Oct-2020,Bayern Munich,LOK,BMU,g,1,2,1.05,2.1,1.96,2.625,1.001,2.184,A,2
512,27-Oct-2020,FC Midtjylland,LIV,FCM,g,2,0,1.575,0,1.829,1.231,1.26,0.723,D,2
513,27-Oct-2020,Ajax,ATA,AJX,g,2,2,2.1,2.1,2.22,1.441,1.709,0.97,D,2
514,27-Oct-2020,FC Salzburg,ATL,SAL,g,3,2,3.15,2.1,2.472,1.204,2.264,1.34,A,2
515,27-Oct-2020,Real Madrid,MGB,MAD,g,2,2,2.1,2.1,1.352,2.77,0.938,2.441,B,2
516,27-Oct-2020,Olympiacos,POR,OLY,g,2,0,1.726,0,1.499,1.162,1.065,0.713,C,2
517,27-Oct-2020,Manchester City,MRS,MNC,g,0,3,0,2.72,0.062,1.918,0.193,1.944,C,2
518,28-Oct-2020,Paris Saint-Germain,IBB,PSG,g,0,2,0,1.883,0.991,3.143,2.542,2.009,H,2
519,28-Oct-2020,Chelsea,KRA,CHE,g,0,4,0,3.31,0.646,2.628,0.706,1.023,E,2
520,28-Oct-2020,Lazio,CBKV,LAZ,g,1,1,1.05,1.05,2.117,0.777,1.869,0.665,F,2
521,28-Oct-2020,RB Leipzig,MAN,RBL,g,5,0,4.023,0,2.547,0.454,1.448,0.97,H,2
522,28-Oct-2020,Barcelona,JUV,BAR,g,0,2,0,1.47,0.369,2.251,1.596,3.244,G,2
523,28-Oct-2020,Zenit St Petersburg,DOR,ZEN,g,2,0,1.575,0,1.783,0.166,1.781,0.46,F,2
524,28-Oct-2020,Dynamo Kiev,FERE,KIEV,g,2,2,1.89,2.1,1.052,1.667,0.995,0.832,G,2
525,28-Oct-2020,Stade Rennes,SEV,REN,g,1,0,1.05,0,2.452,0.096,2.093,0.12,E,2
526,3-Nov-2020,Borussia Monchengladbach,SHK,MGB,g,0,6,0,6.107,0.397,2.206,0.483,1.876,B,3
527,3-Nov-2020,Atletico Madrid,LOK,ATL,g,1,1,1.05,1.05,0.898,1.136,0.447,1.889,A,3
528,3-Nov-2020,Ajax,FCM,AJX,g,1,2,1.05,2.1,0.739,0.397,1.103,1.187,D,3
529,3-Nov-2020,Olympiacos,MNC,OLY,g,3,0,2.362,0,2.003,0.433,2.463,0.172,C,3
530,3-Nov-2020,Bayern Munich,SAL,BMU,g,2,6,2.1,5,1.796,3.017,1.373,2.325,A,3
531,3-Nov-2020,Liverpool,ATA,LIV,g,0,5,0,5.25,1.239,2.589,1.291,1.969,D,3
532,3-Nov-2020,Internazionale,MAD,INT,g,3,2,3.15,2.1,1.028,0.783,1.663,0.928,B,3
533,3-Nov-2020,Marseille,POR,MRS,g,3,0,3.15,0,2.107,0.988,0.853,0.443,C,3
534,4-Nov-2020,Manchester United,IBB,MAN,g,2,1,2.1,1.05,0.97,0.802,0.298,1.378,H,3
535,4-Nov-2020,Lazio,ZEN,LAZ,g,1,1,1.05,1.05,1.015,0.627,2.046,1.932,F,3
536,4-Nov-2020,Borussia Dortmund,CBKV,DOR,g,0,3,0,3.15,0.9,1.918,1.741,1.107,F,3
537,4-Nov-2020,Stade Rennes,CHE,REN,g,3,0,2.73,0,3.078,0.637,1.301,0.43,E,3
538,4-Nov-2020,Dynamo Kiev,BAR,KIEV,g,2,1,2.1,1.05,4.272,2.299,4.341,0.934,G,3
539,4-Nov-2020,Juventus,FERE,JUV,g,1,4,1.05,3.856,1.632,2.919,0.577,1.677,G,3
540,4-Nov-2020,Paris Saint-Germain,RBL,PSG,g,2,1,2.1,1.05,2.08,1.592,1.059,1.06,H,3
541,4-Nov-2020,FC Krasnodar,SEV,KRA,g,3,2,3.15,2.1,2.014,1.383,2.628,1.584,E,3
542,24-Nov-2020,Chelsea,REN,CHE,g,1,2,1.05,2.1,1.155,2.127,1.578,1.139,E,4
543,24-Nov-2020,Sevilla FC,KRA,SEV,g,1,2,1.05,2.1,1.072,1.397,2.278,1.966,E,4
544,24-Nov-2020,Istanbul Basaksehir,MAN,IBB,g,4,1,3.675,1.05,2.882,1.344,1.87,1.184,H,4
545,24-Nov-2020,Zenit St Petersburg,LAZ,ZEN,g,3,1,3.15,1.05,3.444,0.51,1.648,1.968,F,4
546,24-Nov-2020,Ferencvaros,JUV,FERE,g,2,1,2.1,1.05,0.946,0.36,2.488,0.503,G,4
547,24-Nov-2020,Club Brugge,DOR,CBKV,g,3,0,3.15,0,1.552,0.07,1.952,0.653,F,4
548,24-Nov-2020,Barcelona,KIEV,BAR,g,0,4,0,3.675,0.387,2.98,0.595,2.429,G,4
549,24-Nov-2020,RB Leipzig,PSG,RBL,g,1,0,1.05,0,1.204,0.958,1.011,2.693,H,4
550,25-Nov-2020,Shakhtar Donetsk,MGB,SHK,g,4,0,4.028,0,2.91,0.736,1.338,0.902,B,4
551,25-Nov-2020,Manchester City,OLY,MNC,g,0,1,0,1.05,0.061,2.616,0.06,3.915,C,4
552,25-Nov-2020,Atalanta,LIV,ATA,g,0,2,0,2.1,0.182,1.49,0.828,1.075,D,4
553,25-Nov-2020,FC Midtjylland,AJX,FCM,g,3,1,3.15,1.05,2.34,1.283,1.54,0.653,D,4
554,25-Nov-2020,Real Madrid,INT,MAD,g,0,2,0,1.89,0.226,2.334,0.88,1.948,B,4
555,25-Nov-2020,Lokomotiv Moscow,ATL,LOK,g,0,0,0,0,0.94,0.131,1.817,0.519,A,4
556,25-Nov-2020,FC Salzburg,BMU,SAL,g,3,1,3.15,0.84,1.572,3.133,1.403,1.652,A,4
557,25-Nov-2020,FC Porto,MRS,POR,g,0,2,0,2.064,1.239,2.112,1.089,0.647,C,4
558,1-Dec-2020,Real Madrid,SHK,MAD,g,2,0,1.789,0,1.437,1.347,0.485,1.314,B,5
559,1-Dec-2020,FC Salzburg,LOK,SAL,g,1,3,1.05,2.875,1.074,2.604,1.001,2.109,A,5
560,1-Dec-2020,Ajax,LIV,AJX,g,1,0,1.05,0,2.521,1.533,1.649,1.417,D,5
561,1-Dec-2020,FC Midtjylland,ATA,FCM,g,1,1,1.05,1.05,2.556,0.698,2.407,0.698,D,5
562,1-Dec-2020,Bayern Munich,ATL,BMU,g,1,1,1.05,1.05,1.505,1.038,1.467,0.643,A,5
563,1-Dec-2020,Internazionale,MGB,INT,g,2,3,2.1,3.096,1.258,1.773,0.936,2.106,B,5
564,1-Dec-2020,Manchester City,POR,MNC,g,0,0,0,0,0.065,2.55,0.415,1.968,C,5
565,1-Dec-2020,Olympiacos,MRS,OLY,g,2,1,2.1,1.05,2.044,0.329,0.822,1.355,C,5
566,2-Dec-2020,RB Leipzig,IBB,RBL,g,3,4,3.15,4.2,1.202,2.238,0.635,2.333,H,5
567,2-Dec-2020,Stade Rennes,KRA,REN,g,1,0,1.05,0,1.622,0.739,1.262,1.121,E,5
568,2-Dec-2020,Zenit St Petersburg,CBKV,ZEN,g,3,0,3.074,0,1.939,0.196,1.755,0.592,F,5
569,2-Dec-2020,Paris Saint-Germain,MAN,PSG,g,1,3,1.05,2.52,1.266,2.659,1.607,1.635,H,5
570,2-Dec-2020,Dynamo Kiev,JUV,KIEV,g,3,0,3.15,0,2.899,0.632,1.985,0.799,G,5
571,2-Dec-2020,Lazio,DOR,LAZ,g,1,1,1.05,1.05,1.4,1.616,1.178,1.632,F,5
572,2-Dec-2020,Barcelona,FERE,BAR,g,0,3,0,3.15,0.958,3.59,0.839,2.807,G,5
573,2-Dec-2020,Chelsea,SEV,CHE,g,0,4,0,3.772,1.281,2.441,0.915,1.075,E,5
574,8-Dec-2020,Club Brugge,LAZ,CBKV,g,2,2,2.1,2.1,3.021,1.158,1.39,0.889,F,6
575,8-Dec-2020,Borussia Dortmund,ZEN,DOR,g,1,2,1.05,2.1,1.225,1.458,1.509,2.042,F,6
576,8-Dec-2020,FC Krasnodar,CHE,KRA,g,1,1,1.05,1.05,2.55,0.435,1.903,1.137,E,6
577,8-Dec-2020,Juventus,BAR,JUV,g,0,3,0,3.15,1.286,2.286,2.898,1.303,G,6
578,8-Dec-2020,Ferencvaros,KIEV,FERE,g,1,0,1.05,0,0.588,0.643,0.62,0.772,G,6
579,8-Dec-2020,Istanbul Basaksehir,PSG,IBB,g,5,1,5.25,1.05,3.24,0.732,2.283,0.595,H,6
580,8-Dec-2020,Sevilla FC,REN,SEV,g,1,3,1.05,2.866,2.316,1.116,1.59,0.889,E,6
581,8-Dec-2020,Manchester United,RBL,MAN,g,3,2,3.15,2.1,1.591,2.1,0.561,1.636,H,6
582,9-Dec-2020,Liverpool,FCM,LIV,g,1,1,1.05,1.05,2.388,1.361,2.099,1.148,D,6
583,9-Dec-2020,Atalanta,AJX,ATA,g,0,1,0,0.84,0.727,0.979,0.685,1.071,D,6
584,9-Dec-2020,Marseille,MNC,MRS,g,3,0,2.464,0,3.019,0.591,2.191,0.873,C,6
585,9-Dec-2020,Atletico Madrid,SAL,ATL,g,0,2,0,1.7,1.342,0.79,1.979,1.074,A,6
586,9-Dec-2020,Shakhtar Donetsk,INT,SHK,g,0,0,0,0,1.684,0.393,2.648,0.531,B,6
587,9-Dec-2020,Borussia Monchengladbach,MAD,MGB,g,2,0,2.1,0,2.918,0.736,2.597,0.672,B,6
588,9-Dec-2020,Lokomotiv Moscow,BMU,LOK,g,2,0,1.846,0,1.492,0.346,2.794,0.29,A,6
589,9-Dec-2020,FC Porto,OLY,POR,g,0,2,0,1.936,0.713,0.978,0.846,0.519,C,6
590,16-Feb-2021,Paris Saint-Germain,BAR,PSG,k,1,4,1.05,4.2,1.661,3.667,1.567,1.837,,
591,16-Feb-2021,Liverpool,RBL,LIV,k,0,2,0,2.1,1.192,1.796,1.567,0.801,,
592,17-Feb-2021,Juventus,POR,JUV,k,2,1,2.1,1.05,1.26,0.851,0.487,2.115,,
593,17-Feb-2021,Borussia Dortmund,SEV,DOR,k,2,3,2.1,3.15,1.083,1.336,0.771,1.006,,
594,23-Feb-2021,Bayern Munich,LAZ,BMU,k,1,4,1.05,4.2,0.973,2.225,1.115,1.804,,
595,23-Feb-2021,Chelsea,ATL,CHE,k,0,1,0,1.05,0.782,1.127,0.719,1.139,,
596,24-Feb-2021,Real Madrid,ATA,MAD,k,0,1,0,0.84,0.188,1.375,0.663,2.01,,
597,24-Feb-2021,Manchester City,MGB,MNC,k,0,2,0,2.1,0.441,1.638,0.104,1.791,,
598,9-Mar-2021,FC Porto,JUV,POR,k,3,2,2.73,2.1,3.272,1.807,4.044,0.81,,
599,9-Mar-2021,Sevilla FC,DOR,SEV,k,2,2,2.1,2.1,2.093,2.066,1.051,2.132,,
600,10-Mar-2021,RB Leipzig,LIV,RBL,k,2,0,2.1,0,3.035,0.972,0.862,1.376,,
601,10-Mar-2021,Barcelona,PSG,BAR,k,1,1,1.05,1.05,1.646,2.702,0.799,4.624,,
602,16-Mar-2021,Borussia Monchengladbach,MNC,MGB,k,2,0,2.1,0,1.445,0.258,1.255,0.351,,
603,16-Mar-2021,Atalanta,MAD,ATA,k,3,1,3.15,1.05,2.812,1.437,1.472,1.533,,
604,17-Mar-2021,Atletico Madrid,CHE,ATL,k,2,0,1.89,0,1.946,0.634,1.674,0.95,,
605,17-Mar-2021,Lazio,BMU,LAZ,k,2,1,2.1,1.05,1.775,1.038,1.283,0.795,,
606,6-Apr-2021,Borussia Dortmund,MNC,DOR,q,2,1,2.1,1.05,2.32,1.125,1.402,0.885,,
607,6-Apr-2021,Liverpool,MAD,LIV,q,3,1,3.15,1.05,1.991,0.913,1.026,1.085,,
608,7-Apr-2021,Paris Saint-Germain,BMU,PSG,q,2,3,2.1,3.15,4.237,1.928,4.957,0.255,,
609,7-Apr-2021,Chelsea,POR,CHE,q,0,2,0,2.1,1.675,1.659,1.802,0.602,,
610,13-Apr-2021,FC Porto,CHE,POR,q,0,1,0,1.05,1.1,0.643,0.646,1.307,,
611,13-Apr-2021,Bayern Munich,PSG,BMU,q,0,1,0,1.05,1.982,1.491,1.442,2.715,,
612,14-Apr-2021,Real Madrid,LIV,MAD,q,0,0,0,0,1.347,0.813,3.357,0.916,,
613,14-Apr-2021,Manchester City,DOR,MNC,q,1,2,1.05,2.1,0.6,2.983,1.033,1.563,,
614,27-Apr-2021,Chelsea,MAD,CHE,s,1,1,1.05,1.05,0.701,1.524,1.446,1.398,,
615,28-Apr-2021,Manchester City,PSG,MNC,s,1,2,1.05,2.1,1.761,1.005,1.78,1.073,,
616,4-May-2021,Paris Saint-Germain,MNC,PSG,s,2,0,2.1,0,1.653,0.9,1.31,1.353,,
617,5-May-2021,Real Madrid,CHE,MAD,s,2,0,2.1,0,3.647,0.453,1.687,0.61,,
618,29-May-2021,Chelsea,MNC,CHE,f,0,1,0,1.05,0.515,1.381,1.122,1.435,,
619,14-Sep-2021,Manchester United,BSCY,MAN,g,2,1,1.68,1.05,1.459,0.638,1.291,0.587,F,1
620,14-Sep-2021,FC Salzburg,SEV,SAL,g,1,1,1.05,1.05,1.47,2.79,1.163,0.986,G,1
621,14-Sep-2021,Zenit St Petersburg,CHE,ZEN,g,1,0,1.05,0,0.817,0.771,2.319,0.649,H,1
622,14-Sep-2021,Bayern Munich,BAR,BMU,g,0,3,0,2.772,0.231,2.564,0.407,2.342,E,1
623,14-Sep-2021,Atalanta,VLR,ATA,g,2,2,2.1,2.1,2.656,1.034,1.199,1.083,F,1
624,14-Sep-2021,Juventus,MAL,JUV,g,0,3,0,3.15,0.459,2.912,0.871,1.702,H,1
625,14-Sep-2021,Benfica,KIEV,BEN,g,0,0,0,0,0.585,1.215,0.355,1.11,E,1
626,14-Sep-2021,VfL Wolfsburg,LLE,WLF,g,0,0,0,0,1.365,0.065,1.826,0.389,G,1
627,15-Sep-2021,Borussia Dortmund,BES,DOR,g,1,2,1.05,2.1,1.137,3.274,2.051,3.422,C,1
628,15-Sep-2021,Shakhtar Donetsk,FST,SHK,g,2,0,2.1,0,1.108,0.866,1.081,2.407,D,1
629,15-Sep-2021,Paris Saint-Germain,CBKV,PSG,g,1,1,1.05,1.05,1.351,1.863,1.101,1.805,A,1
630,15-Sep-2021,AC Milan,LIV,MIL,g,3,2,3.15,2.1,2.933,1.545,2.466,0.902,B,1
631,15-Sep-2021,RB Leipzig,MNC,RBL,g,6,3,5.671,3.15,2.636,0.927,1.254,1.225,A,1
632,15-Sep-2021,Real Madrid,INT,MAD,g,0,1,0,1.05,2.24,1.003,1.63,2.331,D,1
633,15-Sep-2021,FC Porto,ATL,POR,g,0,0,0,0,0.372,1.743,0.843,0.634,B,1
634,15-Sep-2021,Ajax,SCP,AJX,g,1,5,1.05,5.25,0.641,2.73,0.745,1.244,C,1
635,28-Sep-2021,Besiktas,AJX,BES,g,2,0,2.1,0,3.303,0.538,3.15,0.684,C,2
636,28-Sep-2021,Internazionale,SHK,INT,g,0,0,0,0,1.159,0.957,0.823,1.091,D,2
637,28-Sep-2021,Atletico Madrid,MIL,ATL,g,1,2,1.05,1.68,0.657,2.409,0.441,2.963,B,2
638,28-Sep-2021,FC Sheriff Tiraspol,MAD,FST,g,1,2,1.05,2.1,3.11,0.308,3.575,0.474,D,2
639,28-Sep-2021,Sporting CP,DOR,SCP,g,1,0,1.05,0,0.396,0.379,0.633,0.814,C,2
640,28-Sep-2021,Liverpool,POR,LIV,g,1,5,1.05,4.809,1.026,4.11,1.038,1.527,B,2
641,28-Sep-2021,Manchester City,PSG,MNC,g,2,0,2.009,0,0.576,2.838,0.941,2.357,A,2
642,28-Sep-2021,Club Brugge,RBL,CBKV,g,1,2,1.05,2.1,1.23,1.422,2.135,1.118,A,2
643,29-Sep-2021,Young Boys,ATA,BSCY,g,1,0,1.05,0,2.171,0.09,2.769,0.565,F,2
644,29-Sep-2021,Malmo FF,ZEN,MAL,g,4,0,3.155,0,2.742,0.452,3.51,0.557,H,2
645,29-Sep-2021,Villarreal,MAN,VLR,g,2,1,2.1,1.05,1.266,2.75,2.257,0.972,F,2
646,29-Sep-2021,Lille,SAL,LLE,g,2,1,2.1,1.05,2.253,0.449,0.781,0.88,G,2
647,29-Sep-2021,Chelsea,JUV,CHE,g,1,0,1.05,0,0.815,1.522,0.586,2.679,H,2
648,29-Sep-2021,Sevilla FC,WLF,SEV,g,1,1,1.05,0.84,1.272,1.099,0.965,1.021,G,2
649,29-Sep-2021,Dynamo Kiev,BMU,KIEV,g,5,0,4.725,0,2.518,0.32,3.547,0.885,E,2
650,29-Sep-2021,Barcelona,BEN,BAR,g,3,0,2.928,0,1.945,1.483,1.181,1.319,E,2
651,19-Oct-2021,Manchester City,CBKV,MNC,g,1,5,1.05,4.903,0.679,4.858,0.721,2.707,A,3
652,19-Oct-2021,Sporting CP,BES,SCP,g,1,4,1.05,3.706,0.826,4.598,1.113,1.638,C,3
653,19-Oct-2021,Borussia Dortmund,AJX,DOR,g,4,0,4.165,0,2.029,1.191,2.938,1.017,C,3
654,19-Oct-2021,FC Sheriff Tiraspol,INT,FST,g,3,1,3.15,1.05,2.361,0.436,3.792,0.95,D,3
655,19-Oct-2021,Liverpool,ATL,LIV,g,2,3,2.1,2.94,2.101,1.256,0.916,1.521,B,3
656,19-Oct-2021,Real Madrid,SHK,MAD,g,0,5,0,4.725,0.453,2.199,0.823,2.733,D,3
657,19-Oct-2021,AC Milan,POR,MIL,g,1,0,1.05,0,1.46,0.139,1.964,0.603,B,3
658,19-Oct-2021,RB Leipzig,PSG,RBL,g,3,2,3.15,2.1,3.727,2.095,1.45,2.245,A,3
659,20-Oct-2021,VfL Wolfsburg,SAL,WLF,g,3,1,2.971,1.05,2.563,0.876,1.589,0.786,G,3
660,20-Oct-2021,Dynamo Kiev,BAR,KIEV,g,1,0,1.05,0,2.341,0.112,2.374,0.418,E,3
661,20-Oct-2021,Malmo FF,CHE,MAL,g,4,0,4.2,0,2.533,0.072,2.749,0.133,H,3
662,20-Oct-2021,Atalanta,MAN,ATA,g,3,2,3.15,2.1,3.045,1.594,1.914,0.947,F,3
663,20-Oct-2021,Villarreal,BSCY,VLR,g,1,4,1.05,3.206,2,3.005,1.14,1.071,F,3
664,20-Oct-2021,Bayern Munich,BEN,BMU,g,0,4,0,3.295,0.748,3.187,1.124,2.115,E,3
665,20-Oct-2021,Juventus,ZEN,JUV,g,0,1,0,1.05,0.597,1.027,0.678,1.942,H,3
666,20-Oct-2021,Sevilla FC,LLE,SEV,g,0,0,0,0,0.81,0.827,0.592,0.864,G,3
667,2-Nov-2021,FC Salzburg,WLF,SAL,g,2,1,2.1,1.05,1.694,1.533,1.087,0.865,G,4
668,2-Nov-2021,Chelsea,MAL,CHE,g,0,1,0,1.05,0.233,2.484,0.21,2.999,H,4
669,2-Nov-2021,Manchester United,ATA,MAN,g,2,2,2.1,2.1,1.56,1.141,0.688,1.8,F,4
670,2-Nov-2021,Zenit St Petersburg,JUV,ZEN,g,4,2,3.818,2.1,2.807,1.436,2.245,1.355,H,4
671,2-Nov-2021,Young Boys,VLR,BSCY,g,2,0,1.619,0,2.514,1.092,1.549,1.302,F,4
672,2-Nov-2021,Benfica,BMU,BEN,g,5,2,4.89,2.1,4.77,0.894,3.745,0.614,E,4
673,2-Nov-2021,Barcelona,KIEV,BAR,g,0,1,0,1.05,1.087,0.813,0.81,1.62,E,4
674,2-Nov-2021,Lille,SEV,LLE,g,1,2,1.05,2.1,0.979,2.082,1.023,1.033,G,4
675,3-Nov-2021,FC Porto,MIL,POR,g,1,1,1.05,1.05,0.765,1.94,1.189,1.788,B,4
676,3-Nov-2021,Shakhtar Donetsk,MAD,SHK,g,2,1,2.1,1.05,1.815,1.141,3.101,1.505,D,4
677,3-Nov-2021,Atletico Madrid,LIV,ATL,g,2,0,2.1,0,3.072,0.242,1.765,0.489,B,4
678,3-Nov-2021,Club Brugge,MNC,CBKV,g,4,1,3.64,1.05,4.318,0.681,3.974,0.432,A,4
679,3-Nov-2021,Ajax,DOR,AJX,g,1,3,1.05,2.1,1.694,1.873,0.937,2.162,C,4
680,3-Nov-2021,Besiktas,SCP,BES,g,4,0,4.2,0,2.769,1.237,1.21,0.627,C,4
681,3-Nov-2021,Internazionale,FST,INT,g,1,3,1.05,2.842,0.288,2.963,0.437,3.19,D,4
682,3-Nov-2021,Paris Saint-Germain,RBL,PSG,g,2,2,2.1,2.1,3.197,2.749,2.068,0.939,A,4
683,23-Nov-2021,Manchester United,VLR,MAN,g,0,2,0,1.596,0.638,1.291,1.081,0.745,F,5
684,23-Nov-2021,Bayern Munich,KIEV,BMU,g,1,2,1.05,2.1,1.121,1.148,1.118,2.453,E,5
685,23-Nov-2021,Juventus,CHE,JUV,g,4,0,3.675,0,3.024,0.762,2.033,0.714,H,5
686,23-Nov-2021,Benfica,BAR,BEN,g,0,0,0,0,1.241,0.606,1.449,0.575,E,5
687,23-Nov-2021,Zenit St Petersburg,MAL,ZEN,g,1,1,1.05,1.05,0.236,1.857,0.452,1.508,H,5
688,23-Nov-2021,Atalanta,BSCY,ATA,g,3,3,3.15,3.15,0.777,0.958,1.052,1.459,F,5
689,23-Nov-2021,FC Salzburg,LLE,SAL,g,1,0,1.05,0,0.846,0.483,1.065,0.791,G,5
690,23-Nov-2021,VfL Wolfsburg,SEV,WLF,g,2,0,1.575,0,1.53,0.289,1.707,0.762,G,5
691,24-Nov-2021,Shakhtar Donetsk,INT,SHK,g,2,0,2.1,0,2.479,0.49,2.064,0.775,D,5
692,24-Nov-2021,Ajax,BES,AJX,g,1,2,1.05,2.1,1.785,2.56,0.842,3.162,C,5
693,24-Nov-2021,RB Leipzig,CBKV,RBL,g,0,5,0,4.725,0.891,3.942,1.183,2.579,A,5
694,24-Nov-2021,FC Porto,LIV,POR,g,2,0,2.1,0,0.756,1.145,1.6,1.213,B,5
695,24-Nov-2021,Paris Saint-Germain,MNC,PSG,g,2,1,2.1,1.05,1.797,1.288,2.055,0.721,A,5
696,24-Nov-2021,AC Milan,ATL,MIL,g,0,1,0,1.05,0.95,1.354,0.809,1.429,B,5
697,24-Nov-2021,Borussia Dortmund,SCP,DOR,g,3,1,2.715,1.05,2.004,1.752,0.918,2.071,C,5
698,24-Nov-2021,Real Madrid,FST,MAD,g,0,3,0,3.15,1.241,1.414,0.69,3.268,D,5
699,7-Dec-2021,Club Brugge,PSG,CBKV,g,4,1,4.053,1.05,4.007,1.073,1.941,1.409,A,6
700,7-Dec-2021,Manchester City,RBL,MNC,g,2,1,2.086,1.05,1.398,1.535,1.18,1.973,A,6
701,7-Dec-2021,Sporting CP,AJX,SCP,g,4,2,4.2,2.1,2.176,1.067,1.637,0.742,C,6
702,7-Dec-2021,Liverpool,MIL,LIV,g,1,2,1.05,2.1,1.203,1.651,1.22,1.025,B,6
